,receps,object,scores
4915,Ottoman,SaltShaker,1
4916,Safe,SaltShaker,1
4917,Shelf,SaltShaker,1
4918,SideTable,SaltShaker,1
4919,SinkBasin,SaltShaker,1
4920,Sofa,SaltShaker,1
4921,StoveBurner,SaltShaker,1
4922,TVStand,SaltShaker,1
4923,Toilet,SaltShaker,1
4924,AlarmClock,SaltShaker,1
4925,Apple,SaltShaker,1
4926,AppleSliced,SaltShaker,1
4927,BaseballBat,SaltShaker,1
4928,BasketBall,SaltShaker,1
4929,Book,SaltShaker,1
4930,Bowl,SaltShaker,1
4931,Box,SaltShaker,1
4932,Bread,SaltShaker,1
4933,BreadSliced,SaltShaker,1
4934,ButterKnife,SaltShaker,1
4935,CD,SaltShaker,1
4936,Candle,SaltShaker,1
4937,CellPhone,SaltShaker,1
4938,Cloth,SaltShaker,1
4939,CreditCard,SaltShaker,1
4940,Cup,SaltShaker,1
4941,DeskLamp,SaltShaker,1
4942,DishSponge,SaltShaker,1
4943,Egg,SaltShaker,1
4944,Faucet,SaltShaker,1
4945,FloorLamp,SaltShaker,1
4946,Fork,SaltShaker,1
4947,Glassbottle,SaltShaker,1
4948,HandTowel,SaltShaker,1
4949,HousePlant,SaltShaker,1
4950,Kettle,SaltShaker,1
4951,KeyChain,SaltShaker,1
4952,Knife,SaltShaker,1
4953,Ladle,SaltShaker,1
4954,Laptop,SaltShaker,1
4955,LaundryHamperLid,SaltShaker,1
4956,Lettuce,SaltShaker,1
4957,LettuceSliced,SaltShaker,1
4958,LightSwitch,SaltShaker,1
4959,Mug,SaltShaker,1
4960,Newspaper,SaltShaker,1
4961,Pan,SaltShaker,1
4962,PaperTowel,SaltShaker,1
4963,PaperTowelRoll,SaltShaker,1
4964,Pen,SaltShaker,1
4965,Pencil,SaltShaker,1
4966,PepperShaker,SaltShaker,1
4967,Pillow,SaltShaker,1
4968,Plate,SaltShaker,1
4969,Plunger,SaltShaker,1
4970,Pot,SaltShaker,1
4971,Potato,SaltShaker,1
4972,PotatoSliced,SaltShaker,1
4973,RemoteControl,SaltShaker,1
4974,SaltShaker,SaltShaker,1
4975,ScrubBrush,SaltShaker,1
4976,ShowerDoor,SaltShaker,1
4977,SoapBar,SaltShaker,1
4978,SoapBottle,SaltShaker,1
4979,Spatula,SaltShaker,1
4980,Spoon,SaltShaker,1
4981,SprayBottle,SaltShaker,1
4982,Statue,SaltShaker,1
4983,StoveKnob,SaltShaker,1
4984,TeddyBear,SaltShaker,1
4985,Television,SaltShaker,1
4986,TennisRacket,SaltShaker,1
4987,TissueBox,SaltShaker,1
4988,ToiletPaper,SaltShaker,1
4989,ToiletPaperHanger,SaltShaker,1
4990,ToiletPaperRoll,SaltShaker,1
4991,Tomato,SaltShaker,1
4992,TomatoSliced,SaltShaker,1
4993,Towel,SaltShaker,1
4994,Vase,SaltShaker,1
4995,Watch,SaltShaker,1
4996,WateringCan,SaltShaker,1
4997,WineBottle,SaltShaker,1
4998,ArmChair,ScrubBrush,1
4999,BathtubBasin,ScrubBrush,1
5000,Bed,ScrubBrush,1
5001,Cabinet,ScrubBrush,1
5002,Cart,ScrubBrush,1
5003,CoffeeMachine,ScrubBrush,1
5004,CoffeeTable,ScrubBrush,1
5005,CounterTop,ScrubBrush,1
5006,Desk,ScrubBrush,1
5007,DiningTable,ScrubBrush,1
5008,Drawer,ScrubBrush,1
5009,Dresser,ScrubBrush,1
5010,Fridge,ScrubBrush,1
5011,GarbageCan,ScrubBrush,1
5012,Microwave,ScrubBrush,1
5013,Ottoman,ScrubBrush,1
5014,Safe,ScrubBrush,1
5015,Shelf,ScrubBrush,1
5016,SideTable,ScrubBrush,1
5017,SinkBasin,ScrubBrush,1
5018,Sofa,ScrubBrush,1
5019,StoveBurner,ScrubBrush,1
5020,TVStand,ScrubBrush,1
5021,Toilet,ScrubBrush,1
5022,AlarmClock,ScrubBrush,1
5023,Apple,ScrubBrush,1
5024,AppleSliced,ScrubBrush,1
5025,BaseballBat,ScrubBrush,1
5026,BasketBall,ScrubBrush,1
5027,Book,ScrubBrush,1
5028,Bowl,ScrubBrush,1
5029,Box,ScrubBrush,1
5030,Bread,ScrubBrush,1
5031,BreadSliced,ScrubBrush,1
5032,ButterKnife,ScrubBrush,1
5033,CD,ScrubBrush,1
5034,Candle,ScrubBrush,1
5035,CellPhone,ScrubBrush,1
5036,Cloth,ScrubBrush,1
5037,CreditCard,ScrubBrush,1
5038,Cup,ScrubBrush,1
5039,DeskLamp,ScrubBrush,1
5040,DishSponge,ScrubBrush,1
5041,Egg,ScrubBrush,1
5042,Faucet,ScrubBrush,1
5043,FloorLamp,ScrubBrush,1
5044,Fork,ScrubBrush,1
5045,Glassbottle,ScrubBrush,1
5046,HandTowel,ScrubBrush,1
5047,HousePlant,ScrubBrush,1
5048,Kettle,ScrubBrush,1
5049,KeyChain,ScrubBrush,1
5050,Knife,ScrubBrush,1
5051,Ladle,ScrubBrush,1
5052,Laptop,ScrubBrush,1
5053,LaundryHamperLid,ScrubBrush,1
5054,Lettuce,ScrubBrush,1
5055,LettuceSliced,ScrubBrush,1
5056,LightSwitch,ScrubBrush,1
5057,Mug,ScrubBrush,1
5058,Newspaper,ScrubBrush,1
5059,Pan,ScrubBrush,1
5060,PaperTowel,ScrubBrush,1
5061,PaperTowelRoll,ScrubBrush,1
5062,Pen,ScrubBrush,1
5063,Pencil,ScrubBrush,1
5064,PepperShaker,ScrubBrush,1
5065,Pillow,ScrubBrush,1
5066,Plate,ScrubBrush,1
5067,Plunger,ScrubBrush,1
5068,Pot,ScrubBrush,1
5069,Potato,ScrubBrush,1
5070,PotatoSliced,ScrubBrush,1
5071,RemoteControl,ScrubBrush,1
5072,SaltShaker,ScrubBrush,1
5073,ScrubBrush,ScrubBrush,1
5074,ShowerDoor,ScrubBrush,1
5075,SoapBar,ScrubBrush,1
5076,SoapBottle,ScrubBrush,1
5077,Spatula,ScrubBrush,1
5078,Spoon,ScrubBrush,1
5079,SprayBottle,ScrubBrush,1
5080,Statue,ScrubBrush,1
5081,StoveKnob,ScrubBrush,1
5082,TeddyBear,ScrubBrush,1
5083,Television,ScrubBrush,1
5084,TennisRacket,ScrubBrush,1
5085,TissueBox,ScrubBrush,1
5086,ToiletPaper,ScrubBrush,1
5087,ToiletPaperHanger,ScrubBrush,1
5088,ToiletPaperRoll,ScrubBrush,1
5089,Tomato,ScrubBrush,1
5090,TomatoSliced,ScrubBrush,1
5091,Towel,ScrubBrush,1
5092,Vase,ScrubBrush,1
5093,Watch,ScrubBrush,1
5094,WateringCan,ScrubBrush,1
5095,WineBottle,ScrubBrush,1
5096,ArmChair,ShowerDoor,1
5097,BathtubBasin,ShowerDoor,1
5098,Bed,ShowerDoor,1
5099,Cabinet,ShowerDoor,1
5100,Cart,ShowerDoor,1
5101,CoffeeMachine,ShowerDoor,1
5102,CoffeeTable,ShowerDoor,1
5103,CounterTop,ShowerDoor,1
5104,Desk,ShowerDoor,1
5105,DiningTable,ShowerDoor,1
5106,Drawer,ShowerDoor,1
5107,Dresser,ShowerDoor,1
5108,Fridge,ShowerDoor,1
5109,GarbageCan,ShowerDoor,1
5110,Microwave,ShowerDoor,1
5111,Ottoman,ShowerDoor,1
5112,Safe,ShowerDoor,1
5113,Shelf,ShowerDoor,1
5114,SideTable,ShowerDoor,1
5115,SinkBasin,ShowerDoor,1
5116,Sofa,ShowerDoor,1
5117,StoveBurner,ShowerDoor,1
5118,TVStand,ShowerDoor,1
5119,Toilet,ShowerDoor,1
5120,AlarmClock,ShowerDoor,1
5121,Apple,ShowerDoor,1
5122,AppleSliced,ShowerDoor,1
5123,BaseballBat,ShowerDoor,1
5124,BasketBall,ShowerDoor,1
5125,Book,ShowerDoor,1
5126,Bowl,ShowerDoor,1
5127,Box,ShowerDoor,1
5128,Bread,ShowerDoor,1
5129,BreadSliced,ShowerDoor,1
5130,ButterKnife,ShowerDoor,1
5131,CD,ShowerDoor,1
5132,Candle,ShowerDoor,1
5133,CellPhone,ShowerDoor,1
5134,Cloth,ShowerDoor,1
5135,CreditCard,ShowerDoor,1
5136,Cup,ShowerDoor,1
5137,DeskLamp,ShowerDoor,1
5138,DishSponge,ShowerDoor,1
5139,Egg,ShowerDoor,1
5140,Faucet,ShowerDoor,1
5141,FloorLamp,ShowerDoor,1
5142,Fork,ShowerDoor,1
5143,Glassbottle,ShowerDoor,1
5144,HandTowel,ShowerDoor,1
5145,HousePlant,ShowerDoor,1
5146,Kettle,ShowerDoor,1
5147,KeyChain,ShowerDoor,1
5148,Knife,ShowerDoor,1
5149,Ladle,ShowerDoor,1
5150,Laptop,ShowerDoor,1
5151,LaundryHamperLid,ShowerDoor,1
5152,Lettuce,ShowerDoor,1
5153,LettuceSliced,ShowerDoor,1
5154,LightSwitch,ShowerDoor,1
5155,Mug,ShowerDoor,1
5156,Newspaper,ShowerDoor,1
5157,Pan,ShowerDoor,1
5158,PaperTowel,ShowerDoor,1
5159,PaperTowelRoll,ShowerDoor,1
5160,Pen,ShowerDoor,1
5161,Pencil,ShowerDoor,1
5162,PepperShaker,ShowerDoor,1
5163,Pillow,ShowerDoor,1
5164,Plate,ShowerDoor,1
5165,Plunger,ShowerDoor,1
5166,Pot,ShowerDoor,1
5167,Potato,ShowerDoor,1
5168,PotatoSliced,ShowerDoor,1
5169,RemoteControl,ShowerDoor,1
5170,SaltShaker,ShowerDoor,1
5171,ScrubBrush,ShowerDoor,1
5172,ShowerDoor,ShowerDoor,1
5173,SoapBar,ShowerDoor,1
5174,SoapBottle,ShowerDoor,1
5175,Spatula,ShowerDoor,1
5176,Spoon,ShowerDoor,1
5177,SprayBottle,ShowerDoor,1
5178,Statue,ShowerDoor,1
5179,StoveKnob,ShowerDoor,1
5180,TeddyBear,ShowerDoor,1
5181,Television,ShowerDoor,1
5182,TennisRacket,ShowerDoor,1
5183,TissueBox,ShowerDoor,1
5184,ToiletPaper,ShowerDoor,1
5185,ToiletPaperHanger,ShowerDoor,1
5186,ToiletPaperRoll,ShowerDoor,1
5187,Tomato,ShowerDoor,1
5188,TomatoSliced,ShowerDoor,1
5189,Towel,ShowerDoor,1
5190,Vase,ShowerDoor,1
5191,Watch,ShowerDoor,1
5192,WateringCan,ShowerDoor,1
5193,WineBottle,ShowerDoor,1
5194,ArmChair,SoapBar,1
5195,BathtubBasin,SoapBar,1
5196,Bed,SoapBar,1
5197,Cabinet,SoapBar,1
5198,Cart,SoapBar,1
5199,CoffeeMachine,SoapBar,1
5200,CoffeeTable,SoapBar,1
5201,CounterTop,SoapBar,1
5202,Desk,SoapBar,1
5203,DiningTable,SoapBar,1
5204,Drawer,SoapBar,1
5205,Dresser,SoapBar,1
5206,Fridge,SoapBar,1
5207,GarbageCan,SoapBar,1
5208,Microwave,SoapBar,1
5209,Ottoman,SoapBar,1
5210,Safe,SoapBar,1
5211,Shelf,SoapBar,1
5212,SideTable,SoapBar,1
5213,SinkBasin,SoapBar,1
5214,Sofa,SoapBar,1
5215,StoveBurner,SoapBar,1
5216,TVStand,SoapBar,1
5217,Toilet,SoapBar,1
5218,AlarmClock,SoapBar,1
5219,Apple,SoapBar,1
5220,AppleSliced,SoapBar,1
5221,BaseballBat,SoapBar,1
5222,BasketBall,SoapBar,1
5223,Book,SoapBar,1
5224,Bowl,SoapBar,1
5225,Box,SoapBar,1
5226,Bread,SoapBar,1
5227,BreadSliced,SoapBar,1
5228,ButterKnife,SoapBar,1
5229,CD,SoapBar,1
5230,Candle,SoapBar,1
5231,CellPhone,SoapBar,1
5232,Cloth,SoapBar,1
5233,CreditCard,SoapBar,1
5234,Cup,SoapBar,1
5235,DeskLamp,SoapBar,1
5236,DishSponge,SoapBar,1
5237,Egg,SoapBar,1
5238,Faucet,SoapBar,1
5239,FloorLamp,SoapBar,1
5240,Fork,SoapBar,1
5241,Glassbottle,SoapBar,1
5242,HandTowel,SoapBar,1
5243,HousePlant,SoapBar,1
5244,Kettle,SoapBar,1
5245,KeyChain,SoapBar,1
5246,Knife,SoapBar,1
5247,Ladle,SoapBar,1
5248,Laptop,SoapBar,1
5249,LaundryHamperLid,SoapBar,1
5250,Lettuce,SoapBar,1
5251,LettuceSliced,SoapBar,1
5252,LightSwitch,SoapBar,1
5253,Mug,SoapBar,1
5254,Newspaper,SoapBar,1
5255,Pan,SoapBar,1
5256,PaperTowel,SoapBar,1
5257,PaperTowelRoll,SoapBar,1
5258,Pen,SoapBar,1
5259,Pencil,SoapBar,1
5260,PepperShaker,SoapBar,1
5261,Pillow,SoapBar,1
5262,Plate,SoapBar,1
5263,Plunger,SoapBar,1
5264,Pot,SoapBar,1
5265,Potato,SoapBar,1
5266,PotatoSliced,SoapBar,1
5267,RemoteControl,SoapBar,1
5268,SaltShaker,SoapBar,1
5269,ScrubBrush,SoapBar,1
5270,ShowerDoor,SoapBar,1
5271,SoapBar,SoapBar,1
5272,SoapBottle,SoapBar,1
5273,Spatula,SoapBar,1
5274,Spoon,SoapBar,1
5275,SprayBottle,SoapBar,1
5276,Statue,SoapBar,1
5277,StoveKnob,SoapBar,1
5278,TeddyBear,SoapBar,1
5279,Television,SoapBar,1
5280,TennisRacket,SoapBar,1
5281,TissueBox,SoapBar,1
5282,ToiletPaper,SoapBar,1
5283,ToiletPaperHanger,SoapBar,1
5284,ToiletPaperRoll,SoapBar,1
5285,Tomato,SoapBar,1
5286,TomatoSliced,SoapBar,1
5287,Towel,SoapBar,1
5288,Vase,SoapBar,1
5289,Watch,SoapBar,1
5290,WateringCan,SoapBar,1
5291,WineBottle,SoapBar,1
5292,ArmChair,SoapBottle,1
5293,BathtubBasin,SoapBottle,1
5294,Bed,SoapBottle,1
5295,Cabinet,SoapBottle,1
5296,Cart,SoapBottle,1
5297,CoffeeMachine,SoapBottle,1
5298,CoffeeTable,SoapBottle,1
5299,CounterTop,SoapBottle,1
5300,Desk,SoapBottle,1
5301,DiningTable,SoapBottle,1
5302,Drawer,SoapBottle,1
5303,Dresser,SoapBottle,1
5304,Fridge,SoapBottle,1
5305,GarbageCan,SoapBottle,1
5306,Microwave,SoapBottle,1
5307,Ottoman,SoapBottle,1
5308,Safe,SoapBottle,1
5309,Shelf,SoapBottle,1
5310,SideTable,SoapBottle,1
5311,SinkBasin,SoapBottle,1
5312,Sofa,SoapBottle,1
5313,StoveBurner,SoapBottle,1
5314,TVStand,SoapBottle,1
5315,Toilet,SoapBottle,1
5316,AlarmClock,SoapBottle,1
5317,Apple,SoapBottle,1
5318,AppleSliced,SoapBottle,1
5319,BaseballBat,SoapBottle,1
5320,BasketBall,SoapBottle,1
5321,Book,SoapBottle,1
5322,Bowl,SoapBottle,1
5323,Box,SoapBottle,1
5324,Bread,SoapBottle,1
5325,BreadSliced,SoapBottle,1
5326,ButterKnife,SoapBottle,1
5327,CD,SoapBottle,1
5328,Candle,SoapBottle,1
5329,CellPhone,SoapBottle,1
5330,Cloth,SoapBottle,1
5331,CreditCard,SoapBottle,1
5332,Cup,SoapBottle,1
5333,DeskLamp,SoapBottle,1
5334,DishSponge,SoapBottle,1
5335,Egg,SoapBottle,1
5336,Faucet,SoapBottle,1
5337,FloorLamp,SoapBottle,1
5338,Fork,SoapBottle,1
5339,Glassbottle,SoapBottle,1
5340,HandTowel,SoapBottle,1
5341,HousePlant,SoapBottle,1
5342,Kettle,SoapBottle,1
5343,KeyChain,SoapBottle,1
5344,Knife,SoapBottle,1
5345,Ladle,SoapBottle,1
5346,Laptop,SoapBottle,1
5347,LaundryHamperLid,SoapBottle,1
5348,Lettuce,SoapBottle,1
5349,LettuceSliced,SoapBottle,1
5350,LightSwitch,SoapBottle,1
5351,Mug,SoapBottle,1
5352,Newspaper,SoapBottle,1
5353,Pan,SoapBottle,1
5354,PaperTowel,SoapBottle,1
5355,PaperTowelRoll,SoapBottle,1
5356,Pen,SoapBottle,1
5357,Pencil,SoapBottle,1
5358,PepperShaker,SoapBottle,1
5359,Pillow,SoapBottle,1
5360,Plate,SoapBottle,1
5361,Plunger,SoapBottle,1
5362,Pot,SoapBottle,1
5363,Potato,SoapBottle,1
5364,PotatoSliced,SoapBottle,1
5365,RemoteControl,SoapBottle,1
5366,SaltShaker,SoapBottle,1
5367,ScrubBrush,SoapBottle,1
5368,ShowerDoor,SoapBottle,1
5369,SoapBar,SoapBottle,1
5370,SoapBottle,SoapBottle,1
5371,Spatula,SoapBottle,1
5372,Spoon,SoapBottle,1
5373,SprayBottle,SoapBottle,1
5374,Statue,SoapBottle,1
5375,StoveKnob,SoapBottle,1
5376,TeddyBear,SoapBottle,1
5377,Television,SoapBottle,1
5378,TennisRacket,SoapBottle,1
5379,TissueBox,SoapBottle,1
5380,ToiletPaper,SoapBottle,1
5381,ToiletPaperHanger,SoapBottle,1
5382,ToiletPaperRoll,SoapBottle,1
5383,Tomato,SoapBottle,1
5384,TomatoSliced,SoapBottle,1
5385,Towel,SoapBottle,1
5386,Vase,SoapBottle,1
5387,Watch,SoapBottle,1
5388,WateringCan,SoapBottle,1
5389,WineBottle,SoapBottle,1
5390,ArmChair,Spatula,1
5391,BathtubBasin,Spatula,1
5392,Bed,Spatula,1
5393,Cabinet,Spatula,1
5394,Cart,Spatula,1
5395,CoffeeMachine,Spatula,1
5396,CoffeeTable,Spatula,1
5397,CounterTop,Spatula,1
5398,Desk,Spatula,1
5399,DiningTable,Spatula,1
5400,Drawer,Spatula,1
5401,Dresser,Spatula,1
5402,Fridge,Spatula,1
5403,GarbageCan,Spatula,1
5404,Microwave,Spatula,1
5405,Ottoman,Spatula,1
5406,Safe,Spatula,1
5407,Shelf,Spatula,1
5408,SideTable,Spatula,1
5409,SinkBasin,Spatula,1
5410,Sofa,Spatula,1
5411,StoveBurner,Spatula,1
5412,TVStand,Spatula,1
5413,Toilet,Spatula,1
5414,AlarmClock,Spatula,1
5415,Apple,Spatula,1
5416,AppleSliced,Spatula,1
5417,BaseballBat,Spatula,1
5418,BasketBall,Spatula,1
5419,Book,Spatula,1
5420,Bowl,Spatula,1
5421,Box,Spatula,1
5422,Bread,Spatula,1
5423,BreadSliced,Spatula,1
5424,ButterKnife,Spatula,1
5425,CD,Spatula,1
5426,Candle,Spatula,1
5427,CellPhone,Spatula,1
5428,Cloth,Spatula,1
5429,CreditCard,Spatula,1
5430,Cup,Spatula,1
5431,DeskLamp,Spatula,1
5432,DishSponge,Spatula,1
5433,Egg,Spatula,1
5434,Faucet,Spatula,1
5435,FloorLamp,Spatula,1
5436,Fork,Spatula,1
5437,Glassbottle,Spatula,1
5438,HandTowel,Spatula,1
5439,HousePlant,Spatula,1
5440,Kettle,Spatula,1
5441,KeyChain,Spatula,1
5442,Knife,Spatula,1
5443,Ladle,Spatula,1
5444,Laptop,Spatula,1
5445,LaundryHamperLid,Spatula,1
5446,Lettuce,Spatula,1
5447,LettuceSliced,Spatula,1
5448,LightSwitch,Spatula,1
5449,Mug,Spatula,1
5450,Newspaper,Spatula,1
5451,Pan,Spatula,1
5452,PaperTowel,Spatula,1
5453,PaperTowelRoll,Spatula,1
5454,Pen,Spatula,1
5455,Pencil,Spatula,1
5456,PepperShaker,Spatula,1
5457,Pillow,Spatula,1
5458,Plate,Spatula,1
5459,Plunger,Spatula,1
5460,Pot,Spatula,1
5461,Potato,Spatula,1
5462,PotatoSliced,Spatula,1
5463,RemoteControl,Spatula,1
5464,SaltShaker,Spatula,1
5465,ScrubBrush,Spatula,1
5466,ShowerDoor,Spatula,1
5467,SoapBar,Spatula,1
5468,SoapBottle,Spatula,1
5469,Spatula,Spatula,1
5470,Spoon,Spatula,1
5471,SprayBottle,Spatula,1
5472,Statue,Spatula,1
5473,StoveKnob,Spatula,1
5474,TeddyBear,Spatula,1
5475,Television,Spatula,1
5476,TennisRacket,Spatula,1
5477,TissueBox,Spatula,1
5478,ToiletPaper,Spatula,1
5479,ToiletPaperHanger,Spatula,1
5480,ToiletPaperRoll,Spatula,1
5481,Tomato,Spatula,1
5482,TomatoSliced,Spatula,1
5483,Towel,Spatula,1
5484,Vase,Spatula,1
5485,Watch,Spatula,1
5486,WateringCan,Spatula,1
5487,WineBottle,Spatula,1
5488,ArmChair,Spoon,1
5489,BathtubBasin,Spoon,1
5490,Bed,Spoon,1
5491,Cabinet,Spoon,1
5492,Cart,Spoon,1
5493,CoffeeMachine,Spoon,1
5494,CoffeeTable,Spoon,1
5495,CounterTop,Spoon,1
5496,Desk,Spoon,1
5497,DiningTable,Spoon,1
5498,Drawer,Spoon,1
5499,Dresser,Spoon,1
5500,Fridge,Spoon,1
5501,GarbageCan,Spoon,1
5502,Microwave,Spoon,1
5503,Ottoman,Spoon,1
5504,Safe,Spoon,1
5505,Shelf,Spoon,1
5506,SideTable,Spoon,1
5507,SinkBasin,Spoon,1
5508,Sofa,Spoon,1
5509,StoveBurner,Spoon,1
5510,TVStand,Spoon,1
5511,Toilet,Spoon,1
5512,AlarmClock,Spoon,1
5513,Apple,Spoon,1
5514,AppleSliced,Spoon,1
5515,BaseballBat,Spoon,1
5516,BasketBall,Spoon,1
5517,Book,Spoon,1
5518,Bowl,Spoon,1
5519,Box,Spoon,1
5520,Bread,Spoon,1
5521,BreadSliced,Spoon,1
5522,ButterKnife,Spoon,1
5523,CD,Spoon,1
5524,Candle,Spoon,1
5525,CellPhone,Spoon,1
5526,Cloth,Spoon,1
5527,CreditCard,Spoon,1
5528,Cup,Spoon,1
5529,DeskLamp,Spoon,1
5530,DishSponge,Spoon,1
5531,Egg,Spoon,1
5532,Faucet,Spoon,1
5533,FloorLamp,Spoon,1
5534,Fork,Spoon,1
5535,Glassbottle,Spoon,1
5536,HandTowel,Spoon,1
5537,HousePlant,Spoon,1
5538,Kettle,Spoon,1
5539,KeyChain,Spoon,1
5540,Knife,Spoon,1
5541,Ladle,Spoon,1
5542,Laptop,Spoon,1
5543,LaundryHamperLid,Spoon,1
5544,Lettuce,Spoon,1
5545,LettuceSliced,Spoon,1
5546,LightSwitch,Spoon,1
5547,Mug,Spoon,1
5548,Newspaper,Spoon,1
5549,Pan,Spoon,1
5550,PaperTowel,Spoon,1
5551,PaperTowelRoll,Spoon,1
5552,Pen,Spoon,1
5553,Pencil,Spoon,1
5554,PepperShaker,Spoon,1
5555,Pillow,Spoon,1
5556,Plate,Spoon,1
5557,Plunger,Spoon,1
5558,Pot,Spoon,1
5559,Potato,Spoon,1
5560,PotatoSliced,Spoon,1
5561,RemoteControl,Spoon,1
5562,SaltShaker,Spoon,1
5563,ScrubBrush,Spoon,1
5564,ShowerDoor,Spoon,1
5565,SoapBar,Spoon,1
5566,SoapBottle,Spoon,1
5567,Spatula,Spoon,1
5568,Spoon,Spoon,1
5569,SprayBottle,Spoon,1
5570,Statue,Spoon,1
5571,StoveKnob,Spoon,1
5572,TeddyBear,Spoon,1
5573,Television,Spoon,1
5574,TennisRacket,Spoon,1
5575,TissueBox,Spoon,1
5576,ToiletPaper,Spoon,1
5577,ToiletPaperHanger,Spoon,1
5578,ToiletPaperRoll,Spoon,1
5579,Tomato,Spoon,1
5580,TomatoSliced,Spoon,1
5581,Towel,Spoon,1
5582,Vase,Spoon,1
5583,Watch,Spoon,1
5584,WateringCan,Spoon,1
5585,WineBottle,Spoon,1
5586,ArmChair,SprayBottle,1
5587,BathtubBasin,SprayBottle,1
5588,Bed,SprayBottle,1
5589,Cabinet,SprayBottle,1
5590,Cart,SprayBottle,1
5591,CoffeeMachine,SprayBottle,1
5592,CoffeeTable,SprayBottle,1
5593,CounterTop,SprayBottle,1
5594,Desk,SprayBottle,1
5595,DiningTable,SprayBottle,1
5596,Drawer,SprayBottle,1
5597,Dresser,SprayBottle,1
5598,Fridge,SprayBottle,1
5599,GarbageCan,SprayBottle,1
5600,Microwave,SprayBottle,1
5601,Ottoman,SprayBottle,1
5602,Safe,SprayBottle,1
5603,Shelf,SprayBottle,1
5604,SideTable,SprayBottle,1
5605,SinkBasin,SprayBottle,1
5606,Sofa,SprayBottle,1
5607,StoveBurner,SprayBottle,1
5608,TVStand,SprayBottle,1
5609,Toilet,SprayBottle,1
5610,AlarmClock,SprayBottle,1
5611,Apple,SprayBottle,1
5612,AppleSliced,SprayBottle,1
5613,BaseballBat,SprayBottle,1
5614,BasketBall,SprayBottle,1
5615,Book,SprayBottle,1
5616,Bowl,SprayBottle,1
5617,Box,SprayBottle,1
5618,Bread,SprayBottle,1
5619,BreadSliced,SprayBottle,1
5620,ButterKnife,SprayBottle,1
5621,CD,SprayBottle,1
5622,Candle,SprayBottle,1
5623,CellPhone,SprayBottle,1
5624,Cloth,SprayBottle,1
5625,CreditCard,SprayBottle,1
5626,Cup,SprayBottle,1
5627,DeskLamp,SprayBottle,1
5628,DishSponge,SprayBottle,1
5629,Egg,SprayBottle,1
5630,Faucet,SprayBottle,1
5631,FloorLamp,SprayBottle,1
5632,Fork,SprayBottle,1
5633,Glassbottle,SprayBottle,1
5634,HandTowel,SprayBottle,1
5635,HousePlant,SprayBottle,1
5636,Kettle,SprayBottle,1
5637,KeyChain,SprayBottle,1
5638,Knife,SprayBottle,1
5639,Ladle,SprayBottle,1
5640,Laptop,SprayBottle,1
5641,LaundryHamperLid,SprayBottle,1
5642,Lettuce,SprayBottle,1
5643,LettuceSliced,SprayBottle,1
5644,LightSwitch,SprayBottle,1
5645,Mug,SprayBottle,1
5646,Newspaper,SprayBottle,1
5647,Pan,SprayBottle,1
5648,PaperTowel,SprayBottle,1
5649,PaperTowelRoll,SprayBottle,1
5650,Pen,SprayBottle,1
5651,Pencil,SprayBottle,1
5652,PepperShaker,SprayBottle,1
5653,Pillow,SprayBottle,1
5654,Plate,SprayBottle,1
5655,Plunger,SprayBottle,1
5656,Pot,SprayBottle,1
5657,Potato,SprayBottle,1
5658,PotatoSliced,SprayBottle,1
5659,RemoteControl,SprayBottle,1
5660,SaltShaker,SprayBottle,1
5661,ScrubBrush,SprayBottle,1
5662,ShowerDoor,SprayBottle,1
5663,SoapBar,SprayBottle,1
5664,SoapBottle,SprayBottle,1
5665,Spatula,SprayBottle,1
5666,Spoon,SprayBottle,1
5667,SprayBottle,SprayBottle,1
5668,Statue,SprayBottle,1
5669,StoveKnob,SprayBottle,1
5670,TeddyBear,SprayBottle,1
5671,Television,SprayBottle,1
5672,TennisRacket,SprayBottle,1
5673,TissueBox,SprayBottle,1
5674,ToiletPaper,SprayBottle,1
5675,ToiletPaperHanger,SprayBottle,1
5676,ToiletPaperRoll,SprayBottle,1
5677,Tomato,SprayBottle,1
5678,TomatoSliced,SprayBottle,1
5679,Towel,SprayBottle,1
5680,Vase,SprayBottle,1
5681,Watch,SprayBottle,1
5682,WateringCan,SprayBottle,1
5683,WineBottle,SprayBottle,1
5684,ArmChair,Statue,1
5685,BathtubBasin,Statue,1
5686,Bed,Statue,1
5687,Cabinet,Statue,1
5688,Cart,Statue,1
5689,CoffeeMachine,Statue,1
5690,CoffeeTable,Statue,1
5691,CounterTop,Statue,1
5692,Desk,Statue,1
5693,DiningTable,Statue,1
5694,Drawer,Statue,1
5695,Dresser,Statue,1
5696,Fridge,Statue,1
5697,GarbageCan,Statue,1
5698,Microwave,Statue,1
5699,Ottoman,Statue,1
5700,Safe,Statue,1
5701,Shelf,Statue,1
5702,SideTable,Statue,1
5703,SinkBasin,Statue,1
5704,Sofa,Statue,1
5705,StoveBurner,Statue,1
5706,TVStand,Statue,1
5707,Toilet,Statue,1
5708,AlarmClock,Statue,1
5709,Apple,Statue,1
5710,AppleSliced,Statue,1
5711,BaseballBat,Statue,1
5712,BasketBall,Statue,1
5713,Book,Statue,1
5714,Bowl,Statue,1
5715,Box,Statue,1
5716,Bread,Statue,1
5717,BreadSliced,Statue,1
5718,ButterKnife,Statue,1
5719,CD,Statue,1
5720,Candle,Statue,1
5721,CellPhone,Statue,1
5722,Cloth,Statue,1
